id,genus,species,subspecies,name,recordist,country,location,latitude,longitude,altitude,sound_type,source_url,license,time,date,remarks,filename,mean,median,std_dev,minimum,maximum
544036,Thryomanes,bewickii,,Bewick's Wren,Bobby Wilcox,United States,"Parker, La Paz County, Arizona",34.2871,-114.0744,150,song,//www.xeno-canto.org/544036,//creativecommons.org/licenses/by-nc-sa/4.0/,08:00,2020-04-10,About 20m away in dense tangled understory of cottonwood and tamarisk dominated riparian area. Song Sparrow sings at about 0:05.,544036-3.wav,184.06676,219.0,75.13189005410683,0.0,255.0
544036,Thryomanes,bewickii,,Bewick's Wren,Bobby Wilcox,United States,"Parker, La Paz County, Arizona",34.2871,-114.0744,150,song,//www.xeno-canto.org/544036,//creativecommons.org/licenses/by-nc-sa/4.0/,08:00,2020-04-10,About 20m away in dense tangled understory of cottonwood and tamarisk dominated riparian area. Song Sparrow sings at about 0:05.,544036-4.wav,181.317785,218.0,77.61066587585611,0.0,255.0
544036,Thryomanes,bewickii,,Bewick's Wren,Bobby Wilcox,United States,"Parker, La Paz County, Arizona",34.2871,-114.0744,150,song,//www.xeno-canto.org/544036,//creativecommons.org/licenses/by-nc-sa/4.0/,08:00,2020-04-10,About 20m away in dense tangled understory of cottonwood and tamarisk dominated riparian area. Song Sparrow sings at about 0:05.,544036-5.wav,169.24463,220.0,89.22616735668467,0.0,255.0
544036,Thryomanes,bewickii,,Bewick's Wren,Bobby Wilcox,United States,"Parker, La Paz County, Arizona",34.2871,-114.0744,150,song,//www.xeno-canto.org/544036,//creativecommons.org/licenses/by-nc-sa/4.0/,08:00,2020-04-10,About 20m away in dense tangled understory of cottonwood and tamarisk dominated riparian area. Song Sparrow sings at about 0:05.,544036-6.wav,168.76316,219.5,89.90332138922565,0.0,255.0
544036,Thryomanes,bewickii,,Bewick's Wren,Bobby Wilcox,United States,"Parker, La Paz County, Arizona",34.2871,-114.0744,150,song,//www.xeno-canto.org/544036,//creativecommons.org/licenses/by-nc-sa/4.0/,08:00,2020-04-10,About 20m away in dense tangled understory of cottonwood and tamarisk dominated riparian area. Song Sparrow sings at about 0:05.,544036-7.wav,167.845735,216.0,90.2034155523491,0.0,255.0
544036,Thryomanes,bewickii,,Bewick's Wren,Bobby Wilcox,United States,"Parker, La Paz County, Arizona",34.2871,-114.0744,150,song,//www.xeno-canto.org/544036,//creativecommons.org/licenses/by-nc-sa/4.0/,08:00,2020-04-10,About 20m away in dense tangled understory of cottonwood and tamarisk dominated riparian area. Song Sparrow sings at about 0:05.,544036-8.wav,168.1759325,216.0,89.85602061217404,0.0,255.0
544036,Thryomanes,bewickii,,Bewick's Wren,Bobby Wilcox,United States,"Parker, La Paz County, Arizona",34.2871,-114.0744,150,song,//www.xeno-canto.org/544036,//creativecommons.org/licenses/by-nc-sa/4.0/,08:00,2020-04-10,About 20m away in dense tangled understory of cottonwood and tamarisk dominated riparian area. Song Sparrow sings at about 0:05.,544036-9.wav,168.6759525,216.0,89.97610191444029,0.0,255.0
544036,Thryomanes,bewickii,,Bewick's Wren,Bobby Wilcox,United States,"Parker, La Paz County, Arizona",34.2871,-114.0744,150,song,//www.xeno-canto.org/544036,//creativecommons.org/licenses/by-nc-sa/4.0/,08:00,2020-04-10,About 20m away in dense tangled understory of cottonwood and tamarisk dominated riparian area. Song Sparrow sings at about 0:05.,544036-10.wav,167.1719125,212.0,91.2016849273759,0.0,255.0
544036,Thryomanes,bewickii,,Bewick's Wren,Bobby Wilcox,United States,"Parker, La Paz County, Arizona",34.2871,-114.0744,150,song,//www.xeno-canto.org/544036,//creativecommons.org/licenses/by-nc-sa/4.0/,08:00,2020-04-10,About 20m away in dense tangled understory of cottonwood and tamarisk dominated riparian area. Song Sparrow sings at about 0:05.,544036-12.wav,169.1077825,219.0,88.79876181812838,0.0,255.0
544036,Thryomanes,bewickii,,Bewick's Wren,Bobby Wilcox,United States,"Parker, La Paz County, Arizona",34.2871,-114.0744,150,song,//www.xeno-canto.org/544036,//creativecommons.org/licenses/by-nc-sa/4.0/,08:00,2020-04-10,About 20m away in dense tangled understory of cottonwood and tamarisk dominated riparian area. Song Sparrow sings at about 0:05.,544036-13.wav,168.34366,219.0,89.0685998980808,0.0,255.0
493957,Thryomanes,bewickii,,Bewick's Wren,Steve Hampton,United States,"Big Morongo Canyon Preserve, Morongo Valley, San Bernardino County, CA",34.051,-116.569,750,song,//www.xeno-canto.org/493957,//creativecommons.org/licenses/by-nc-sa/4.0/,06:45,2019-08-22,,493957-0.wav,168.605815,221.0,89.78331127323037,0.0,255.0
493957,Thryomanes,bewickii,,Bewick's Wren,Steve Hampton,United States,"Big Morongo Canyon Preserve, Morongo Valley, San Bernardino County, CA",34.051,-116.569,750,song,//www.xeno-canto.org/493957,//creativecommons.org/licenses/by-nc-sa/4.0/,06:45,2019-08-22,,493957-1.wav,168.06205,223.0,90.06422438902973,0.0,255.0
493957,Thryomanes,bewickii,,Bewick's Wren,Steve Hampton,United States,"Big Morongo Canyon Preserve, Morongo Valley, San Bernardino County, CA",34.051,-116.569,750,song,//www.xeno-canto.org/493957,//creativecommons.org/licenses/by-nc-sa/4.0/,06:45,2019-08-22,,493957-2.wav,166.5789225,219.0,90.80563116480714,0.0,255.0
493957,Thryomanes,bewickii,,Bewick's Wren,Steve Hampton,United States,"Big Morongo Canyon Preserve, Morongo Valley, San Bernardino County, CA",34.051,-116.569,750,song,//www.xeno-canto.org/493957,//creativecommons.org/licenses/by-nc-sa/4.0/,06:45,2019-08-22,,493957-3.wav,172.1686425,219.0,86.4336967982233,0.0,255.0
493957,Thryomanes,bewickii,,Bewick's Wren,Steve Hampton,United States,"Big Morongo Canyon Preserve, Morongo Valley, San Bernardino County, CA",34.051,-116.569,750,song,//www.xeno-canto.org/493957,//creativecommons.org/licenses/by-nc-sa/4.0/,06:45,2019-08-22,,493957-4.wav,169.5280475,219.0,88.46726037545042,0.0,255.0
493957,Thryomanes,bewickii,,Bewick's Wren,Steve Hampton,United States,"Big Morongo Canyon Preserve, Morongo Valley, San Bernardino County, CA",34.051,-116.569,750,song,//www.xeno-canto.org/493957,//creativecommons.org/licenses/by-nc-sa/4.0/,06:45,2019-08-22,,493957-5.wav,168.54459,214.0,88.91263963426066,0.0,255.0
493957,Thryomanes,bewickii,,Bewick's Wren,Steve Hampton,United States,"Big Morongo Canyon Preserve, Morongo Valley, San Bernardino County, CA",34.051,-116.569,750,song,//www.xeno-canto.org/493957,//creativecommons.org/licenses/by-nc-sa/4.0/,06:45,2019-08-22,,493957-6.wav,158.184695,216.0,99.28307402451323,0.0,255.0
493957,Thryomanes,bewickii,,Bewick's Wren,Steve Hampton,United States,"Big Morongo Canyon Preserve, Morongo Valley, San Bernardino County, CA",34.051,-116.569,750,song,//www.xeno-canto.org/493957,//creativecommons.org/licenses/by-nc-sa/4.0/,06:45,2019-08-22,,493957-7.wav,160.692465,216.0,96.64348877303519,0.0,255.0
493957,Thryomanes,bewickii,,Bewick's Wren,Steve Hampton,United States,"Big Morongo Canyon Preserve, Morongo Valley, San Bernardino County, CA",34.051,-116.569,750,song,//www.xeno-canto.org/493957,//creativecommons.org/licenses/by-nc-sa/4.0/,06:45,2019-08-22,,493957-8.wav,162.355945,209.0,94.24610667373467,0.0,255.0
486798,Thryomanes,bewickii,,Bewick's Wren,Paul Marvin,United States,"Monument Rd and nearby trails, Tijuana River Valley, San Diego, California",32.5458,-117.0737,10,song,//www.xeno-canto.org/486798,//creativecommons.org/licenses/by-nc-sa/4.0/,08:34,2019-07-11,,486798-0.wav,180.923365,211.0,77.03187880401705,0.0,255.0
486798,Thryomanes,bewickii,,Bewick's Wren,Paul Marvin,United States,"Monument Rd and nearby trails, Tijuana River Valley, San Diego, California",32.5458,-117.0737,10,song,//www.xeno-canto.org/486798,//creativecommons.org/licenses/by-nc-sa/4.0/,08:34,2019-07-11,,486798-1.wav,160.85591,212.0,96.78495651738393,0.0,255.0
486798,Thryomanes,bewickii,,Bewick's Wren,Paul Marvin,United States,"Monument Rd and nearby trails, Tijuana River Valley, San Diego, California",32.5458,-117.0737,10,song,//www.xeno-canto.org/486798,//creativecommons.org/licenses/by-nc-sa/4.0/,08:34,2019-07-11,,486798-3.wav,159.26894,216.0,98.155077766137,0.0,255.0
486798,Thryomanes,bewickii,,Bewick's Wren,Paul Marvin,United States,"Monument Rd and nearby trails, Tijuana River Valley, San Diego, California",32.5458,-117.0737,10,song,//www.xeno-canto.org/486798,//creativecommons.org/licenses/by-nc-sa/4.0/,08:34,2019-07-11,,486798-4.wav,157.0336875,211.0,99.63451009892276,0.0,255.0
486798,Thryomanes,bewickii,,Bewick's Wren,Paul Marvin,United States,"Monument Rd and nearby trails, Tijuana River Valley, San Diego, California",32.5458,-117.0737,10,song,//www.xeno-canto.org/486798,//creativecommons.org/licenses/by-nc-sa/4.0/,08:34,2019-07-11,,486798-6.wav,156.5265,211.0,100.80597421656118,0.0,255.0
486798,Thryomanes,bewickii,,Bewick's Wren,Paul Marvin,United States,"Monument Rd and nearby trails, Tijuana River Valley, San Diego, California",32.5458,-117.0737,10,song,//www.xeno-canto.org/486798,//creativecommons.org/licenses/by-nc-sa/4.0/,08:34,2019-07-11,,486798-7.wav,155.2740775,210.0,101.81632270428939,0.0,255.0
486798,Thryomanes,bewickii,,Bewick's Wren,Paul Marvin,United States,"Monument Rd and nearby trails, Tijuana River Valley, San Diego, California",32.5458,-117.0737,10,song,//www.xeno-canto.org/486798,//creativecommons.org/licenses/by-nc-sa/4.0/,08:34,2019-07-11,,486798-8.wav,156.3725975,210.0,100.20355409666362,0.0,255.0
486798,Thryomanes,bewickii,,Bewick's Wren,Paul Marvin,United States,"Monument Rd and nearby trails, Tijuana River Valley, San Diego, California",32.5458,-117.0737,10,song,//www.xeno-canto.org/486798,//creativecommons.org/licenses/by-nc-sa/4.0/,08:34,2019-07-11,,486798-12.wav,175.2718875,220.0,82.22471492615432,0.0,255.0
486798,Thryomanes,bewickii,,Bewick's Wren,Paul Marvin,United States,"Monument Rd and nearby trails, Tijuana River Valley, San Diego, California",32.5458,-117.0737,10,song,//www.xeno-canto.org/486798,//creativecommons.org/licenses/by-nc-sa/4.0/,08:34,2019-07-11,,486798-13.wav,160.18879,212.0,97.29166666953496,0.0,255.0
480035,Thryomanes,bewickii,,Bewick's Wren,Thomas G. Graves,United States,"Montana de Oro State Park, Los Osos, San Luis Obispo County, California",35.2557,-120.8872,30,song,//www.xeno-canto.org/480035,//creativecommons.org/licenses/by-nc-sa/4.0/,7:40,2019-06-06,"Bird in the chaparral on the hill above the trail. Each song essentiall the same, sometimes only a partial song, and some note variable. Song 7 at 0:29.00 , starts with a snarl.
(Recorded with Marantz PMD 661, Sennheiser ME62, 24 inch Roché parabola)",480035-0.wav,158.4843175,211.5,98.72894901729276,0.0,255.0
480035,Thryomanes,bewickii,,Bewick's Wren,Thomas G. Graves,United States,"Montana de Oro State Park, Los Osos, San Luis Obispo County, California",35.2557,-120.8872,30,song,//www.xeno-canto.org/480035,//creativecommons.org/licenses/by-nc-sa/4.0/,7:40,2019-06-06,"Bird in the chaparral on the hill above the trail. Each song essentiall the same, sometimes only a partial song, and some note variable. Song 7 at 0:29.00 , starts with a snarl.
(Recorded with Marantz PMD 661, Sennheiser ME62, 24 inch Roché parabola)",480035-1.wav,157.9815,211.0,98.63268138781385,0.0,255.0
480035,Thryomanes,bewickii,,Bewick's Wren,Thomas G. Graves,United States,"Montana de Oro State Park, Los Osos, San Luis Obispo County, California",35.2557,-120.8872,30,song,//www.xeno-canto.org/480035,//creativecommons.org/licenses/by-nc-sa/4.0/,7:40,2019-06-06,"Bird in the chaparral on the hill above the trail. Each song essentiall the same, sometimes only a partial song, and some note variable. Song 7 at 0:29.00 , starts with a snarl.
(Recorded with Marantz PMD 661, Sennheiser ME62, 24 inch Roché parabola)",480035-3.wav,180.5604625,225.0,77.84870448046064,0.0,255.0
480035,Thryomanes,bewickii,,Bewick's Wren,Thomas G. Graves,United States,"Montana de Oro State Park, Los Osos, San Luis Obispo County, California",35.2557,-120.8872,30,song,//www.xeno-canto.org/480035,//creativecommons.org/licenses/by-nc-sa/4.0/,7:40,2019-06-06,"Bird in the chaparral on the hill above the trail. Each song essentiall the same, sometimes only a partial song, and some note variable. Song 7 at 0:29.00 , starts with a snarl.
(Recorded with Marantz PMD 661, Sennheiser ME62, 24 inch Roché parabola)",480035-4.wav,159.6596525,217.0,97.87654765611241,0.0,255.0
480035,Thryomanes,bewickii,,Bewick's Wren,Thomas G. Graves,United States,"Montana de Oro State Park, Los Osos, San Luis Obispo County, California",35.2557,-120.8872,30,song,//www.xeno-canto.org/480035,//creativecommons.org/licenses/by-nc-sa/4.0/,7:40,2019-06-06,"Bird in the chaparral on the hill above the trail. Each song essentiall the same, sometimes only a partial song, and some note variable. Song 7 at 0:29.00 , starts with a snarl.
(Recorded with Marantz PMD 661, Sennheiser ME62, 24 inch Roché parabola)",480035-5.wav,157.7524875,214.0,99.4046726772054,0.0,255.0
480035,Thryomanes,bewickii,,Bewick's Wren,Thomas G. Graves,United States,"Montana de Oro State Park, Los Osos, San Luis Obispo County, California",35.2557,-120.8872,30,song,//www.xeno-canto.org/480035,//creativecommons.org/licenses/by-nc-sa/4.0/,7:40,2019-06-06,"Bird in the chaparral on the hill above the trail. Each song essentiall the same, sometimes only a partial song, and some note variable. Song 7 at 0:29.00 , starts with a snarl.
(Recorded with Marantz PMD 661, Sennheiser ME62, 24 inch Roché parabola)",480035-6.wav,157.481575,210.0,99.05139431385797,0.0,255.0
480035,Thryomanes,bewickii,,Bewick's Wren,Thomas G. Graves,United States,"Montana de Oro State Park, Los Osos, San Luis Obispo County, California",35.2557,-120.8872,30,song,//www.xeno-canto.org/480035,//creativecommons.org/licenses/by-nc-sa/4.0/,7:40,2019-06-06,"Bird in the chaparral on the hill above the trail. Each song essentiall the same, sometimes only a partial song, and some note variable. Song 7 at 0:29.00 , starts with a snarl.
(Recorded with Marantz PMD 661, Sennheiser ME62, 24 inch Roché parabola)",480035-7.wav,150.092805,212.0,106.76866744149228,0.0,255.0
480035,Thryomanes,bewickii,,Bewick's Wren,Thomas G. Graves,United States,"Montana de Oro State Park, Los Osos, San Luis Obispo County, California",35.2557,-120.8872,30,song,//www.xeno-canto.org/480035,//creativecommons.org/licenses/by-nc-sa/4.0/,7:40,2019-06-06,"Bird in the chaparral on the hill above the trail. Each song essentiall the same, sometimes only a partial song, and some note variable. Song 7 at 0:29.00 , starts with a snarl.
(Recorded with Marantz PMD 661, Sennheiser ME62, 24 inch Roché parabola)",480035-9.wav,149.55214,207.0,106.95718337924012,0.0,255.0
480035,Thryomanes,bewickii,,Bewick's Wren,Thomas G. Graves,United States,"Montana de Oro State Park, Los Osos, San Luis Obispo County, California",35.2557,-120.8872,30,song,//www.xeno-canto.org/480035,//creativecommons.org/licenses/by-nc-sa/4.0/,7:40,2019-06-06,"Bird in the chaparral on the hill above the trail. Each song essentiall the same, sometimes only a partial song, and some note variable. Song 7 at 0:29.00 , starts with a snarl.
(Recorded with Marantz PMD 661, Sennheiser ME62, 24 inch Roché parabola)",480035-10.wav,153.2305125,210.0,102.75524208762948,0.0,255.0
480035,Thryomanes,bewickii,,Bewick's Wren,Thomas G. Graves,United States,"Montana de Oro State Park, Los Osos, San Luis Obispo County, California",35.2557,-120.8872,30,song,//www.xeno-canto.org/480035,//creativecommons.org/licenses/by-nc-sa/4.0/,7:40,2019-06-06,"Bird in the chaparral on the hill above the trail. Each song essentiall the same, sometimes only a partial song, and some note variable. Song 7 at 0:29.00 , starts with a snarl.
(Recorded with Marantz PMD 661, Sennheiser ME62, 24 inch Roché parabola)",480035-11.wav,151.0581025,206.0,105.4994594374753,0.0,255.0
480035,Thryomanes,bewickii,,Bewick's Wren,Thomas G. Graves,United States,"Montana de Oro State Park, Los Osos, San Luis Obispo County, California",35.2557,-120.8872,30,song,//www.xeno-canto.org/480035,//creativecommons.org/licenses/by-nc-sa/4.0/,7:40,2019-06-06,"Bird in the chaparral on the hill above the trail. Each song essentiall the same, sometimes only a partial song, and some note variable. Song 7 at 0:29.00 , starts with a snarl.
(Recorded with Marantz PMD 661, Sennheiser ME62, 24 inch Roché parabola)",480035-12.wav,152.611905,207.0,103.8708745138452,0.0,255.0
480035,Thryomanes,bewickii,,Bewick's Wren,Thomas G. Graves,United States,"Montana de Oro State Park, Los Osos, San Luis Obispo County, California",35.2557,-120.8872,30,song,//www.xeno-canto.org/480035,//creativecommons.org/licenses/by-nc-sa/4.0/,7:40,2019-06-06,"Bird in the chaparral on the hill above the trail. Each song essentiall the same, sometimes only a partial song, and some note variable. Song 7 at 0:29.00 , starts with a snarl.
(Recorded with Marantz PMD 661, Sennheiser ME62, 24 inch Roché parabola)",480035-13.wav,158.6665,214.0,97.4386962800201,0.0,255.0
473447,Thryomanes,bewickii,,Bewick's Wren,bowtyler,United States,"Mission Creek Nature Park (near  Olympia), Thurston County, Washington",47.0566,-122.8782,50,song,//www.xeno-canto.org/473447,//creativecommons.org/licenses/by-nc-sa/4.0/,06:36,2019-05-05,Normalized to -3 dB.,473447-0.wav,161.18725,219.0,95.96251662726182,0.0,255.0
473447,Thryomanes,bewickii,,Bewick's Wren,bowtyler,United States,"Mission Creek Nature Park (near  Olympia), Thurston County, Washington",47.0566,-122.8782,50,song,//www.xeno-canto.org/473447,//creativecommons.org/licenses/by-nc-sa/4.0/,06:36,2019-05-05,Normalized to -3 dB.,473447-1.wav,161.2327325,220.0,95.73687005581206,0.0,255.0
473447,Thryomanes,bewickii,,Bewick's Wren,bowtyler,United States,"Mission Creek Nature Park (near  Olympia), Thurston County, Washington",47.0566,-122.8782,50,song,//www.xeno-canto.org/473447,//creativecommons.org/licenses/by-nc-sa/4.0/,06:36,2019-05-05,Normalized to -3 dB.,473447-3.wav,159.0502825,215.0,96.80365263857657,0.0,255.0
473447,Thryomanes,bewickii,,Bewick's Wren,bowtyler,United States,"Mission Creek Nature Park (near  Olympia), Thurston County, Washington",47.0566,-122.8782,50,song,//www.xeno-canto.org/473447,//creativecommons.org/licenses/by-nc-sa/4.0/,06:36,2019-05-05,Normalized to -3 dB.,473447-4.wav,156.655125,207.0,99.31585961584574,0.0,255.0
473447,Thryomanes,bewickii,,Bewick's Wren,bowtyler,United States,"Mission Creek Nature Park (near  Olympia), Thurston County, Washington",47.0566,-122.8782,50,song,//www.xeno-canto.org/473447,//creativecommons.org/licenses/by-nc-sa/4.0/,06:36,2019-05-05,Normalized to -3 dB.,473447-6.wav,155.8295475,205.0,99.73831271605333,0.0,255.0
473447,Thryomanes,bewickii,,Bewick's Wren,bowtyler,United States,"Mission Creek Nature Park (near  Olympia), Thurston County, Washington",47.0566,-122.8782,50,song,//www.xeno-canto.org/473447,//creativecommons.org/licenses/by-nc-sa/4.0/,06:36,2019-05-05,Normalized to -3 dB.,473447-7.wav,150.8393625,203.0,105.90043882389533,0.0,255.0
473447,Thryomanes,bewickii,,Bewick's Wren,bowtyler,United States,"Mission Creek Nature Park (near  Olympia), Thurston County, Washington",47.0566,-122.8782,50,song,//www.xeno-canto.org/473447,//creativecommons.org/licenses/by-nc-sa/4.0/,06:36,2019-05-05,Normalized to -3 dB.,473447-9.wav,150.1385075,203.0,106.36212203210523,0.0,255.0
473447,Thryomanes,bewickii,,Bewick's Wren,bowtyler,United States,"Mission Creek Nature Park (near  Olympia), Thurston County, Washington",47.0566,-122.8782,50,song,//www.xeno-canto.org/473447,//creativecommons.org/licenses/by-nc-sa/4.0/,06:36,2019-05-05,Normalized to -3 dB.,473447-10.wav,162.9321325,215.0,93.73928747596945,0.0,255.0
469010,Thryomanes,bewickii,,Bewick's Wren,bowtyler,United States,"Olympia, Thurston County, Washington",47.1124,-122.8497,40,song,//www.xeno-canto.org/469010,//creativecommons.org/licenses/by-nc-sa/4.0/,06:48,2019-04-03,same bird as XC469007,469010-0.wav,153.9849275,207.0,102.99411473632726,0.0,255.0
469010,Thryomanes,bewickii,,Bewick's Wren,bowtyler,United States,"Olympia, Thurston County, Washington",47.1124,-122.8497,40,song,//www.xeno-canto.org/469010,//creativecommons.org/licenses/by-nc-sa/4.0/,06:48,2019-04-03,same bird as XC469007,469010-1.wav,152.7786625,207.0,103.92105697216083,0.0,255.0
